MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,cx,cy
E02000469,Havering 006,E09000016,Havering,E12000007,London,6443,6332,111,37.6,2664,2.4,0.205324368,51.59892659
E02000470,Havering 007,E09000016,Havering,E12000007,London,7887,7854,33,11.7,3487,2.3,0.249034782,51.59162502
E02000471,Havering 008,E09000016,Havering,E12000007,London,7457,7449,8,34.8,2961,2.5,0.184550655,51.59489974
E02000472,Havering 009,E09000016,Havering,E12000007,London,8989,8954,35,58.5,3544,2.5,0.170214415,51.59167016
E02000473,Havering 010,E09000016,Havering,E12000007,London,9588,9555,33,33.6,3841,2.5,0.230932595,51.58325662
E02000474,Havering 011,E09000016,Havering,E12000007,London,8343,8297,46,37.8,3514,2.4,0.160474894,51.58556498
E02000475,Havering 012,E09000016,Havering,E12000007,London,9196,9107,89,32.8,3933,2.3,0.204083883,51.58532709
E02000476,Havering 013,E09000016,Havering,E12000007,London,8414,8330,84,53.7,4023,2.1,0.182389185,51.57927069
E02000477,Havering 014,E09000016,Havering,E12000007,London,9360,9347,13,53.5,3725,2.5,0.205861128,51.57338158
E02000478,Havering 015,E09000016,Havering,E12000007,London,5885,5811,74,23.6,2156,2.7,0.231730118,51.5720016
E02000479,Havering 016,E09000016,Havering,E12000007,London,8134,8022,112,59.2,3529,2.3,0.191346045,51.57028156
E02000480,Havering 017,E09000016,Havering,E12000007,London,9795,9676,119,29,3872,2.5,0.163858818,51.57109855
E02000481,Havering 018,E09000016,Havering,E12000007,London,7793,7672,121,6.4,3254,2.4,0.293237622,51.55808299
E02000482,Havering 019,E09000016,Havering,E12000007,London,6396,6374,22,22.6,2546,2.5,0.256507476,51.56501243
E02000483,Havering 020,E09000016,Havering,E12000007,London,7614,7562,52,47.5,3423,2.2,0.219016517,51.56209513
E02000484,Havering 021,E09000016,Havering,E12000007,London,8199,8187,12,44.3,3180,2.6,0.196660034,51.56113671
E02000485,Havering 022,E09000016,Havering,E12000007,London,7986,7956,30,38.1,3375,2.4,0.237525583,51.55839754
E02000486,Havering 023,E09000016,Havering,E12000007,London,7366,7300,66,57.8,3039,2.4,0.209040613,51.55332213
E02000487,Havering 024,E09000016,Havering,E12000007,London,7843,7748,95,6.1,2970,2.6,0.255312721,51.5398342
E02000488,Havering 025,E09000016,Havering,E12000007,London,7431,7431,0,40.6,2967,2.5,0.21494878,51.54623649
E02000489,Havering 026,E09000016,Havering,E12000007,London,7884,7884,0,30.3,3155,2.5,0.195460239,51.54267097
E02000490,Havering 027,E09000016,Havering,E12000007,London,7828,7828,0,38.2,3169,2.5,0.194994349,51.53415642
E02000491,Havering 028,E09000016,Havering,E12000007,London,8826,8774,52,18.4,3603,2.4,0.176434426,51.5228435
E02000492,Havering 029,E09000016,Havering,E12000007,London,6272,6247,25,4.5,2524,2.5,0.210572911,51.51116791
E02000493,Havering 030,E09000016,Havering,E12000007,London,6210,6210,0,48.2,2471,2.5,0.199603173,51.51660027
E02000494,Hillingdon 001,E09000017,Hillingdon,E12000007,London,7479,7388,91,12,3115,2.4,-0.437597688,51.60622143
E02000495,Hillingdon 002,E09000017,Hillingdon,E12000007,London,9473,9348,125,34.7,4141,2.3,-0.418406157,51.60447567
E02000496,Hillingdon 003,E09000017,Hillingdon,E12000007,London,7399,7181,218,4.9,3008,2.4,-0.47623891,51.59848393
E02000497,Hillingdon 004,E09000017,Hillingdon,E12000007,London,8529,8468,61,31.6,3440,2.5,-0.409114963,51.59023409
E02000498,Hillingdon 005,E09000017,Hillingdon,E12000007,London,6020,6020,0,19.2,2561,2.4,-0.439828263,51.58534877
E02000499,Hillingdon 006,E09000017,Hillingdon,E12000007,London,7765,7765,0,48.3,3001,2.6,-0.395069054,51.57912463
E02000500,Hillingdon 007,E09000017,Hillingdon,E12000007,London,7714,7664,50,26.6,3093,2.5,-0.422055787,51.58018176
E02000501,Hillingdon 008,E09000017,Hillingdon,E12000007,London,8247,8197,50,57.4,3163,2.6,-0.400187902,51.57096787
E02000502,Hillingdon 009,E09000017,Hillingdon,E12000007,London,7613,7512,101,18.3,3097,2.4,-0.42700494,51.56142453
E02000503,Hillingdon 010,E09000017,Hillingdon,E12000007,London,8986,8560,426,65.1,3235,2.6,-0.406493216,51.5637649
E02000504,Hillingdon 011,E09000017,Hillingdon,E12000007,London,7382,7359,23,24.1,2891,2.5,-0.450756427,51.56433833
E02000506,Hillingdon 013,E09000017,Hillingdon,E12000007,London,7541,7455,86,13.7,2725,2.7,-0.466453676,51.5592901
E02000507,Hillingdon 014,E09000017,Hillingdon,E12000007,London,7943,7943,0,29.5,2756,2.9,-0.43519443,51.54518636
E02000508,Hillingdon 015,E09000017,Hillingdon,E12000007,London,9184,7014,2170,33.4,3075,2.3,-0.470703783,51.540656
E02000509,Hillingdon 016,E09000017,Hillingdon,E12000007,London,9823,7651,2172,48.8,3112,2.5,-0.485349733,51.5387266
E02000510,Hillingdon 017,E09000017,Hillingdon,E12000007,London,8634,8554,80,40.5,3196,2.7,-0.457783251,51.53234436
E02000511,Hillingdon 018,E09000017,Hillingdon,E12000007,London,9426,9357,69,39.5,3211,2.9,-0.425933912,51.53242214
E02000512,Hillingdon 019,E09000017,Hillingdon,E12000007,London,8001,7989,12,56.8,2968,2.7,-0.442923119,51.53160637
E02000513,Hillingdon 020,E09000017,Hillingdon,E12000007,London,8980,8967,13,61,3234,2.8,-0.400538516,51.52862564
E02000514,Hillingdon 021,E09000017,Hillingdon,E12000007,London,9820,9791,29,81.9,3044,3.2,-0.411863651,51.52388801
E02000515,Hillingdon 022,E09000017,Hillingdon,E12000007,London,10439,10388,51,33.1,4303,2.4,-0.479913476,51.52017967
E02000516,Hillingdon 023,E09000017,Hillingdon,E12000007,London,8269,8263,6,50,2764,3,-0.387463704,51.52163435
E02000517,Hillingdon 024,E09000017,Hillingdon,E12000007,London,8626,8570,56,55.8,2917,2.9,-0.437096631,51.51943719
E02000518,Hillingdon 025,E09000017,Hillingdon,E12000007,London,8606,8593,13,34.1,3099,2.8,-0.458548794,51.51644891
E02000519,Hillingdon 026,E09000017,Hillingdon,E12000007,London,8658,8645,13,47.7,2890,3,-0.405649815,51.51573759
E02000520,Hillingdon 027,E09000017,Hillingdon,E12000007,London,11251,11068,183,25.8,3645,3,-0.42308934,51.50942337
E02000521,Hillingdon 028,E09000017,Hillingdon,E12000007,London,9912,9904,8,40.4,3397,2.9,-0.450840166,51.50203149
E02000522,Hillingdon 029,E09000017,Hillingdon,E12000007,London,8653,8581,72,55.1,3269,2.6,-0.472922117,51.50297666
E02000523,Hillingdon 030,E09000017,Hillingdon,E12000007,London,9636,9535,101,58.5,2939,3.2,-0.42415054,51.49881844
E02000524,Hillingdon 031,E09000017,Hillingdon,E12000007,London,6663,6271,392,3.2,2462,2.5,-0.465533258,51.47682595
E02000525,Hillingdon 032,E09000017,Hillingdon,E12000007,London,8826,8822,4,21.7,3142,2.8,-0.425676429,51.48481911
E02000526,Hounslow 001,E09000018,Hounslow,E12000007,London,8378,8292,86,90.7,3536,2.3,-0.250804426,51.4925444
E02000528,Hounslow 003,E09000018,Hounslow,E12000007,London,10614,10603,11,45.7,4770,2.2,-0.294861394,51.49270171
E02000529,Hounslow 004,E09000018,Hounslow,E12000007,London,8448,8448,0,71.5,2776,3,-0.376197449,51.48924511
E02000530,Hounslow 005,E09000018,Hounslow,E12000007,London,6837,6836,1,25.1,2314,3,-0.399537959,51.49035227
E02000531,Hounslow 006,E09000018,Hounslow,E12000007,London,10337,9472,865,40.4,4269,2.2,-0.314347051,51.48519748
E02000532,Hounslow 007,E09000018,Hounslow,E12000007,London,9160,9149,11,40,4001,2.3,-0.260307083,51.48165905
E02000533,Hounslow 008,E09000018,Hounslow,E12000007,London,8406,8406,0,79,3835,2.2,-0.274880947,51.4835379
E02000534,Hounslow 009,E09000018,Hounslow,E12000007,London,8044,8029,15,16.5,2917,2.8,-0.34187534,51.48828943
E02000535,Hounslow 010,E09000018,Hounslow,E12000007,London,9291,9287,4,60,2852,3.3,-0.390330687,51.48120405
E02000536,Hounslow 011,E09000018,Hounslow,E12000007,London,9269,9189,80,57.7,2925,3.1,-0.373209109,51.47812331
E02000537,Hounslow 012,E09000018,Hounslow,E12000007,London,8620,8612,8,45.7,2841,3,-0.356033633,51.48029058
E02000538,Hounslow 013,E09000018,Hounslow,E12000007,London,8680,8680,0,36.8,2648,3.3,-0.405941988,51.47352926
E02000539,Hounslow 014,E09000018,Hounslow,E12000007,London,10752,10662,90,65.3,4299,2.5,-0.330037636,51.47292099
E02000540,Hounslow 015,E09000018,Hounslow,E12000007,London,9246,9211,35,73.7,3564,2.6,-0.349330385,51.4711895
E02000541,Hounslow 016,E09000018,Hounslow,E12000007,London,8875,8866,9,84.2,2846,3.1,-0.391001987,51.47025487
E02000542,Hounslow 017,E09000018,Hounslow,E12000007,London,9396,9298,98,89.8,3166,2.9,-0.376253997,51.46933787
E02000543,Hounslow 018,E09000018,Hounslow,E12000007,London,11713,11652,61,102.3,4170,2.8,-0.364725664,51.46529723
E02000544,Hounslow 019,E09000018,Hounslow,E12000007,London,8199,8199,0,59.2,2793,2.9,-0.349106723,51.46271489
E02000545,Hounslow 020,E09000018,Hounslow,E12000007,London,8181,8137,44,62.2,3299,2.5,-0.331256094,51.4624853
E02000546,Hounslow 021,E09000018,Hounslow,E12000007,London,9750,9568,182,39.6,3018,3.2,-0.385160518,51.45845631
E02000547,Hounslow 022,E09000018,Hounslow,E12000007,London,9360,9360,0,28.7,3547,2.6,-0.417949091,51.45972041
E02000548,Hounslow 023,E09000018,Hounslow,E12000007,London,9103,9085,18,25.8,3539,2.6,-0.443034975,51.4482806
E02000549,Hounslow 024,E09000018,Hounslow,E12000007,London,11017,10865,152,44.9,3937,2.8,-0.400011003,51.44877431
E02000550,Hounslow 025,E09000018,Hounslow,E12000007,London,10403,10403,0,110.1,3840,2.7,-0.418100552,51.44502617
E02000551,Hounslow 026,E09000018,Hounslow,E12000007,London,8614,8614,0,40.5,3294,2.6,-0.38892975,51.43892553
E02000552,Hounslow 027,E09000018,Hounslow,E12000007,London,8266,8098,168,27,3266,2.5,-0.427171676,51.43714837
E02000553,Hounslow 028,E09000018,Hounslow,E12000007,London,6605,6605,0,26.2,2605,2.5,-0.398376349,51.42938977
E02000554,Islington 001,E09000019,Islington,E12000007,London,9182,9132,50,144.1,4226,2.2,-0.122573659,51.57059713
E02000555,Islington 002,E09000019,Islington,E12000007,London,9408,9355,53,157.8,3986,2.3,-0.13113196,51.56872386
E02000556,Islington 003,E09000019,Islington,E12000007,London,10008,9990,18,153.7,4561,2.2,-0.11778449,51.56607772
E02000557,Islington 004,E09000019,Islington,E12000007,London,8124,8066,58,114.7,3929,2.1,-0.136710534,51.56358649
E02000558,Islington 005,E09000019,Islington,E12000007,London,8870,8693,177,184.3,3780,2.3,-0.111400648,51.56170318
E02000559,Islington 006,E09000019,Islington,E12000007,London,8778,8778,0,152.2,3882,2.3,-0.102479066,51.5598557
E02000560,Islington 007,E09000019,Islington,E12000007,London,7076,6888,188,140.6,3177,2.2,-0.117501517,51.55890904
E02000561,Islington 008,E09000019,Islington,E12000007,London,7746,7632,114,126.3,3413,2.2,-0.130766355,51.55824574
E02000562,Islington 009,E09000019,Islington,E12000007,London,7934,7814,120,122.4,3594,2.2,-0.09607082,51.55449412
E02000563,Islington 010,E09000019,Islington,E12000007,London,8486,8028,458,146.4,3652,2.2,-0.126532651,51.55341602
E02000564,Islington 011,E09000019,Islington,E12000007,London,10488,10465,23,129.9,5004,2.1,-0.113408161,51.55280832
E02000565,Islington 012,E09000019,Islington,E12000007,London,8187,7974,213,159.7,3610,2.2,-0.084928968,51.55019265
E02000566,Islington 013,E09000019,Islington,E12000007,London,8164,8164,0,116.6,3662,2.2,-0.104969537,51.54923657
E02000567,Islington 014,E09000019,Islington,E12000007,London,10358,10358,0,155.9,4937,2.1,-0.088496975,51.54574213
E02000568,Islington 015,E09000019,Islington,E12000007,London,9625,8661,964,106.6,4063,2.1,-0.120036302,51.54541648
E02000569,Islington 016,E09000019,Islington,E12000007,London,10022,10015,7,143.1,4745,2.1,-0.097627244,51.54363251
E02000570,Islington 017,E09000019,Islington,E12000007,London,8615,8595,20,143.3,4119,2.1,-0.110296413,51.54077251
E02000571,Islington 018,E09000019,Islington,E12000007,London,8031,7998,33,161.3,3777,2.1,-0.093481178,51.53799462
E02000572,Islington 019,E09000019,Islington,E12000007,London,8571,8108,463,186.9,3490,2.3,-0.117213058,51.53619738
E02000573,Islington 020,E09000019,Islington,E12000007,London,8674,8507,167,119.6,4204,2,-0.102948554,51.53453521
E02000574,Islington 021,E09000019,Islington,E12000007,London,8501,7708,793,139.8,3840,2,-0.113530297,51.53122495
E02000575,Islington 022,E09000019,Islington,E12000007,London,11889,10418,1471,127.9,5583,1.9,-0.104392396,51.52504071
E02000576,Islington 023,E09000019,Islington,E12000007,London,9388,8787,601,124.2,4322,2,-0.092160293,51.52461447
E02000577,Kensington and Chelsea 001,E09000020,Kensington and Chelsea,E12000007,London,7199,7195,4,82.6,3163,2.3,-0.214118191,51.52499154
E02000578,Kensington and Chelsea 002,E09000020,Kensington and Chelsea,E12000007,London,5798,5706,92,112.9,2454,2.3,-0.219630115,51.52264588
E02000579,Kensington and Chelsea 003,E09000020,Kensington and Chelsea,E12000007,London,8616,8570,46,141.1,4013,2.1,-0.219178218,51.51784585
E02000580,Kensington and Chelsea 004,E09000020,Kensington and Chelsea,E12000007,London,8655,8619,36,218.5,4517,1.9,-0.205577516,51.51722827
E02000581,Kensington and Chelsea 005,E09000020,Kensington and Chelsea,E12000007,London,7298,7292,6,169.2,3311,2.2,-0.214577965,51.51205824
E02000582,Kensington and Chelsea 006,E09000020,Kensington and Chelsea,E12000007,London,7659,7317,342,157,3946,1.9,-0.199267938,51.51146612
E02000583,Kensington and Chelsea 007,E09000020,Kensington and Chelsea,E12000007,London,7303,7290,13,126.9,3496,2.1,-0.209316102,51.50998229
E02000584,Kensington and Chelsea 008,E09000020,Kensington and Chelsea,E12000007,London,8178,7952,226,89.7,3922,2,-0.193715861,51.50563441
E02000585,Kensington and Chelsea 009,E09000020,Kensington and Chelsea,E12000007,London,8384,8361,23,92.4,3919,2.1,-0.207453853,51.5019893
E02000586,Kensington and Chelsea 010,E09000020,Kensington and Chelsea,E12000007,London,7769,7566,203,147.9,3729,2,-0.185468361,51.49913913
E02000587,Kensington and Chelsea 011,E09000020,Kensington and Chelsea,E12000007,London,7523,7488,35,144,3536,2.1,-0.197212083,51.49798468
E02000588,Kensington and Chelsea 012,E09000020,Kensington and Chelsea,E12000007,London,8159,8158,1,106.4,4458,1.8,-0.162591923,51.49654721
E02000589,Kensington and Chelsea 013,E09000020,Kensington and Chelsea,E12000007,London,8444,8138,306,227.7,4422,1.8,-0.189533041,51.49452434
E02000590,Kensington and Chelsea 014,E09000020,Kensington and Chelsea,E12000007,London,7015,7010,5,152.3,3890,1.8,-0.168163412,51.49288055
E02000591,Kensington and Chelsea 015,E09000020,Kensington and Chelsea,E12000007,London,6769,6648,121,187.6,3589,1.9,-0.199609411,51.49313846
E02000592,Kensington and Chelsea 016,E09000020,Kensington and Chelsea,E12000007,London,6761,6724,37,119.2,3583,1.9,-0.179321153,51.49297214
E02000593,Kensington and Chelsea 017,E09000020,Kensington and Chelsea,E12000007,London,7624,7601,23,153,4067,1.9,-0.190826996,51.4886993
E02000594,Kensington and Chelsea 018,E09000020,Kensington and Chelsea,E12000007,London,7252,6958,294,93.7,3710,1.9,-0.160256916,51.48733132
E02000595,Kensington and Chelsea 019,E09000020,Kensington and Chelsea,E12000007,London,7331,7107,224,115.4,3747,1.9,-0.172798487,51.48665515
E02000596,Kensington and Chelsea 020,E09000020,Kensington and Chelsea,E12000007,London,7782,7119,663,142.1,3605,2,-0.183861804,51.48590115
E02000597,Kensington and Chelsea 021,E09000020,Kensington and Chelsea,E12000007,London,7130,7120,10,180.5,3459,2.1,-0.181587386,51.48086835
E02000598,Kingston upon Thames 001,E09000021,Kingston upon Thames,E12000007,London,7837,7837,0,58.9,3001,2.6,-0.300952512,51.42601591
E02000599,Kingston upon Thames 002,E09000021,Kingston upon Thames,E12000007,London,7270,6688,582,17.5,2368,2.8,-0.262650795,51.42160008
E02000600,Kingston upon Thames 003,E09000021,Kingston upon Thames,E12000007,London,8225,8084,141,74.4,3354,2.4,-0.283707132,51.41761987
E02000601,Kingston upon Thames 004,E09000021,Kingston upon Thames,E12000007,London,10409,10277,132,97.2,4245,2.4,-0.299042654,51.4170904
E02000602,Kingston upon Thames 005,E09000021,Kingston upon Thames,E12000007,London,9390,9213,177,87.1,3997,2.3,-0.292226415,51.40855008
E02000603,Kingston upon Thames 006,E09000021,Kingston upon Thames,E12000007,London,7860,7809,51,59.4,2798,2.8,-0.276845098,51.40621504
E02000604,Kingston upon Thames 007,E09000021,Kingston upon Thames,E12000007,London,8586,8558,28,56,3343,2.6,-0.253547102,51.40370744
E02000605,Kingston upon Thames 008,E09000021,Kingston upon Thames,E12000007,London,7863,7782,81,54.7,3013,2.6,-0.266844696,51.4009045
E02000606,Kingston upon Thames 009,E09000021,Kingston upon Thames,E12000007,London,10107,9827,280,67.5,4799,2,-0.30338042,51.40333758
E02000607,Kingston upon Thames 010,E09000021,Kingston upon Thames,E12000007,London,6829,6117,712,47.4,2497,2.4,-0.287754649,51.39894309
E02000608,Kingston upon Thames 011,E09000021,Kingston upon Thames,E12000007,London,6993,6104,889,85.2,3182,1.9,-0.30730786,51.39342289
E02000609,Kingston upon Thames 012,E09000021,Kingston upon Thames,E12000007,London,7437,7380,57,50.4,2741,2.7,-0.26060437,51.39017934
E02000610,Kingston upon Thames 013,E09000021,Kingston upon Thames,E12000007,London,7629,7441,188,68.6,3785,2,-0.301595003,51.38819996
E02000611,Kingston upon Thames 014,E09000021,Kingston upon Thames,E12000007,London,7313,7313,0,40.6,2649,2.8,-0.279716775,51.38845081
E02000612,Kingston upon Thames 015,E09000021,Kingston upon Thames,E12000007,London,8028,7936,92,42.5,3051,2.6,-0.24907032,51.3873722
E02000613,Kingston upon Thames 016,E09000021,Kingston upon Thames,E12000007,London,7841,7660,181,65.2,3174,2.4,-0.299611155,51.38091932
E02000614,Kingston upon Thames 017,E09000021,Kingston upon Thames,E12000007,London,8404,8359,45,28.5,3072,2.7,-0.279597978,51.37605227
E02000615,Kingston upon Thames 018,E09000021,Kingston upon Thames,E12000007,London,7471,7471,0,45.7,2916,2.6,-0.304157253,51.37056334
E02000616,Kingston upon Thames 019,E09000021,Kingston upon Thames,E12000007,London,6031,6013,18,46,2363,2.5,-0.29343814,51.36199382
E02000617,Kingston upon Thames 020,E09000021,Kingston upon Thames,E12000007,London,8537,8489,48,12.1,3291,2.6,-0.314467913,51.34762444
E02000619,Lambeth 002,E09000022,Lambeth,E12000007,London,8054,7987,67,146.9,3743,2.1,-0.112370404,51.49283865
E02000620,Lambeth 003,E09000022,Lambeth,E12000007,London,9370,9350,20,129,4398,2.1,-0.115083164,51.48808661
E02000621,Lambeth 004,E09000022,Lambeth,E12000007,London,10429,10271,158,143.1,5083,2,-0.123689427,51.48183152
E02000622,Lambeth 005,E09000022,Lambeth,E12000007,London,8094,8031,63,104,3482,2.3,-0.109660785,51.47988874
E02000623,Lambeth 006,E09000022,Lambeth,E12000007,London,7990,7979,11,174.2,3409,2.3,-0.125668742,51.47678395
E02000624,Lambeth 007,E09000022,Lambeth,E12000007,London,7976,7933,43,138.6,3500,2.3,-0.112709954,51.47491958
E02000625,Lambeth 008,E09000022,Lambeth,E12000007,London,8361,8310,51,150.6,3383,2.5,-0.130521531,51.47187295
E02000626,Lambeth 009,E09000022,Lambeth,E12000007,London,8301,8256,45,149.4,3443,2.4,-0.10439657,51.47034244
E02000627,Lambeth 010,E09000022,Lambeth,E12000007,London,9571,9496,75,181.9,4042,2.3,-0.122084678,51.46839799
E02000628,Lambeth 011,E09000022,Lambeth,E12000007,London,9731,9676,55,148.4,3972,2.4,-0.112665524,51.46674514
E02000629,Lambeth 012,E09000022,Lambeth,E12000007,London,9033,9004,29,140.8,3973,2.3,-0.134536972,51.46709075
E02000630,Lambeth 013,E09000022,Lambeth,E12000007,London,7266,7265,1,107.1,3336,2.2,-0.144688892,51.46489612
E02000631,Lambeth 014,E09000022,Lambeth,E12000007,London,8832,8798,34,83,3723,2.4,-0.097068942,51.46384188
E02000632,Lambeth 015,E09000022,Lambeth,E12000007,London,9516,9484,32,180.2,4148,2.3,-0.12542786,51.46140242
E02000633,Lambeth 016,E09000022,Lambeth,E12000007,London,8642,8581,61,136.9,3872,2.2,-0.115757965,51.45968757
E02000634,Lambeth 017,E09000022,Lambeth,E12000007,London,6846,6740,106,131.4,3021,2.2,-0.134959261,51.45932841
E02000635,Lambeth 018,E09000022,Lambeth,E12000007,London,9157,9138,19,73.7,4066,2.2,-0.106493845,51.45446563
E02000636,Lambeth 019,E09000022,Lambeth,E12000007,London,7639,7613,26,82.7,3076,2.5,-0.141295801,51.45586527
E02000637,Lambeth 020,E09000022,Lambeth,E12000007,London,8687,8637,50,148.7,3935,2.2,-0.118136143,51.45243432
E02000638,Lambeth 021,E09000022,Lambeth,E12000007,London,9898,9509,389,144.5,4104,2.3,-0.124426506,51.4500383
E02000639,Lambeth 022,E09000022,Lambeth,E12000007,London,8119,8090,29,139,3398,2.4,-0.12917385,51.44733866
E02000640,Lambeth 023,E09000022,Lambeth,E12000007,London,9123,9110,13,111.5,3785,2.4,-0.138998273,51.44627061
E02000641,Lambeth 024,E09000022,Lambeth,E12000007,London,8779,8638,141,143.9,3442,2.5,-0.114195557,51.4450849
E02000642,Lambeth 025,E09000022,Lambeth,E12000007,London,9628,9617,11,88.8,4162,2.3,-0.100589134,51.44300471
E02000643,Lambeth 026,E09000022,Lambeth,E12000007,London,8369,8347,22,119.4,3589,2.3,-0.126502837,51.43977602
E02000644,Lambeth 027,E09000022,Lambeth,E12000007,London,8620,8524,96,95.3,3565,2.4,-0.113532274,51.43597862
E02000645,Lambeth 028,E09000022,Lambeth,E12000007,London,9020,8992,28,79.6,3870,2.3,-0.100183548,51.43378657
E02000646,Lambeth 029,E09000022,Lambeth,E12000007,London,9121,8983,138,96.2,3842,2.3,-0.130990152,51.434477
E02000647,Lambeth 030,E09000022,Lambeth,E12000007,London,8483,8325,158,87.7,3444,2.4,-0.113735476,51.42784951
E02000648,Lambeth 031,E09000022,Lambeth,E12000007,London,7791,7683,108,110.6,3232,2.4,-0.099744802,51.4263183
E02000649,Lambeth 032,E09000022,Lambeth,E12000007,London,11181,10973,208,108,4887,2.2,-0.130508411,51.4264428
E02000650,Lambeth 033,E09000022,Lambeth,E12000007,London,7424,7424,0,96.2,3233,2.3,-0.087874654,51.42356948
E02000651,Lambeth 034,E09000022,Lambeth,E12000007,London,8591,8456,135,76.7,3492,2.4,-0.126030103,51.41908153
E02000652,Lambeth 035,E09000022,Lambeth,E12000007,London,7363,7324,39,107.1,2527,2.9,-0.137988585,51.41512043
E02000653,Lewisham 001,E09000023,Lewisham,E12000007,London,8544,8525,19,126.3,3547,2.4,-0.040087602,51.48921606
E02000654,Lewisham 002,E09000023,Lewisham,E12000007,London,8059,8055,4,85.2,3336,2.4,-0.032676754,51.48397831
E02000655,Lewisham 003,E09000023,Lewisham,E12000007,London,8208,7887,321,83.9,3366,2.3,-0.047146985,51.48064036
E02000657,Lewisham 005,E09000023,Lewisham,E12000007,London,9078,8566,512,103.9,3776,2.3,-0.032522306,51.47140359
E02000658,Lewisham 006,E09000023,Lewisham,E12000007,London,8314,8295,19,107.4,3538,2.3,-0.047015941,51.47173165
E02000659,Lewisham 007,E09000023,Lewisham,E12000007,London,7697,7611,86,75,3284,2.3,-0.005876691,51.46716119
E02000660,Lewisham 008,E09000023,Lewisham,E12000007,London,8078,7945,133,99.4,3659,2.2,-0.028034926,51.46673674
E02000661,Lewisham 009,E09000023,Lewisham,E12000007,London,6342,6275,67,49.3,3139,2,0.006243495,51.46663439
E02000662,Lewisham 010,E09000023,Lewisham,E12000007,London,8100,8093,7,105.2,3317,2.4,-0.041732438,51.46325227
E02000663,Lewisham 011,E09000023,Lewisham,E12000007,London,7194,7186,8,109.6,2903,2.5,-0.020781949,51.46232448
E02000664,Lewisham 012,E09000023,Lewisham,E12000007,London,9928,9797,131,70.2,4452,2.2,-0.012138391,51.45925289
E02000665,Lewisham 013,E09000023,Lewisham,E12000007,London,7916,7907,9,98.9,3504,2.3,0.003878485,51.45581296
E02000666,Lewisham 014,E09000023,Lewisham,E12000007,London,7321,7214,107,76.9,2859,2.5,-0.028406447,51.45670669
E02000667,Lewisham 015,E09000023,Lewisham,E12000007,London,6534,6526,8,89.8,2595,2.5,-0.03549067,51.45292239
E02000668,Lewisham 016,E09000023,Lewisham,E12000007,London,6657,6647,10,66,2816,2.4,0.009715617,51.45002937
E02000669,Lewisham 017,E09000023,Lewisham,E12000007,London,7518,7403,115,117,3270,2.3,-0.004045201,51.4489136
E02000670,Lewisham 018,E09000023,Lewisham,E12000007,London,6539,6522,17,105.2,2748,2.4,-0.01246317,51.44661352
E02000671,Lewisham 019,E09000023,Lewisham,E12000007,London,8403,8375,28,84.5,3668,2.3,-0.04126479,51.44632834
E02000672,Lewisham 020,E09000023,Lewisham,E12000007,London,8377,8206,171,72.3,3509,2.3,-0.025080092,51.4456606
E02000673,Lewisham 021,E09000023,Lewisham,E12000007,London,8007,7988,19,75.5,3490,2.3,-0.055995209,51.44469514
E02000674,Lewisham 022,E09000023,Lewisham,E12000007,London,8015,7944,71,98,3020,2.6,-0.002024768,51.44121898
E02000675,Lewisham 023,E09000023,Lewisham,E12000007,London,8204,8165,39,57.2,3419,2.4,0.018148888,51.44021989
E02000676,Lewisham 024,E09000023,Lewisham,E12000007,London,7713,7694,19,103.4,3252,2.4,-0.042092311,51.43946955
E02000677,Lewisham 025,E09000023,Lewisham,E12000007,London,7199,7103,96,68.5,2692,2.6,-0.013975851,51.43782409
E02000678,Lewisham 026,E09000023,Lewisham,E12000007,London,6087,6087,0,58.9,2432,2.5,0.008579332,51.43541606
E02000679,Lewisham 027,E09000023,Lewisham,E12000007,London,7905,7867,38,84.2,3455,2.3,-0.04640091,51.43388349
E02000680,Lewisham 028,E09000023,Lewisham,E12000007,London,6847,6750,97,89.2,3016,2.2,-0.060569091,51.4352102
E02000681,Lewisham 029,E09000023,Lewisham,E12000007,London,8094,8094,0,59.8,3268,2.5,-0.029037317,51.43383786
E02000682,Lewisham 030,E09000023,Lewisham,E12000007,London,8162,8147,15,68.6,3095,2.6,-0.007083624,51.43133871
E02000683,Lewisham 031,E09000023,Lewisham,E12000007,London,6444,6443,1,67.2,2763,2.3,0.030697067,51.42959667
E02000685,Lewisham 033,E09000023,Lewisham,E12000007,London,7679,7584,95,79.4,3357,2.3,-0.062979883,51.42882319
E02000686,Lewisham 034,E09000023,Lewisham,E12000007,London,6681,6672,9,38.6,2839,2.4,-0.022095606,51.42302534
E02000687,Lewisham 035,E09000023,Lewisham,E12000007,London,7926,7828,98,102,3436,2.3,-0.048844485,51.42571855
E02000689,Merton 001,E09000024,Merton,E12000007,London,8258,8239,19,42.4,3230,2.6,-0.197390686,51.43374937
E02000690,Merton 002,E09000024,Merton,E12000007,London,5656,5527,129,10.5,2300,2.4,-0.231315618,51.42839719
E02000691,Merton 003,E09000024,Merton,E12000007,London,7334,7168,166,79,2968,2.4,-0.198775429,51.42472468
E02000692,Merton 004,E09000024,Merton,E12000007,London,7662,7567,95,67,3686,2.1,-0.214537885,51.42161602
E02000693,Merton 005,E09000024,Merton,E12000007,London,9173,8935,238,87.6,3973,2.2,-0.177779077,51.41938492
